N,D,E,Noise,mse
78,368,0.8,0.0,7.198793854092554
78,368,0.8,0.1,0.9770442873117258
78,368,0.8,0.2,0.00012953624217
78,368,0.9,0.0,7.182330710507504
78,368,0.9,0.1,1.07961554676473
78,368,0.9,0.2,0.0011738566470036
78,369,0.5,0.0,6.767018120643593
78,369,0.5,0.1,1.189402010226253
78,369,0.5,0.2,0.084669238780549
78,369,0.6,0.0,6.716512648828188
78,369,0.6,0.1,1.0270609643378403
78,369,0.6,0.2,0.0200993483718683
78,369,0.7,0.0,6.587636891910359
78,369,0.7,0.1,1.1124670503626035
78,369,0.7,0.2,0.0655664355336416
78,369,0.8,0.0,6.8073184643754425
78,369,0.8,0.1,1.031328474779766
78,369,0.8,0.2,0.0267981801125767
78,369,0.9,0.0,6.93300529126804
78,369,0.9,0.1,1.0558737976060666
78,369,0.9,0.2,0.1758174422889471
79,368,0.5,0.0,1.5058236392207878
79,368,0.5,0.1,1.2902039540528918
79,368,0.5,0.2,0.2013479406355749
79,368,0.6,0.0,1.5058236392207878
79,368,0.6,0.1,1.700692647607779
79,368,0.6,0.2,0.070282081639375
79,368,0.7,0.0,1.5600488948480873
79,368,0.7,0.1,1.3843490209380125
79,368,0.7,0.2,0.0515855872721093
79,368,0.8,0.0,1.5084593327632785
79,368,0.8,0.1,1.2130772456759509
79,368,0.8,0.2,0.1591451981858842
79,368,0.9,0.0,1.5084593327632785
79,368,0.9,0.1,1.1067623046676405
79,368,0.9,0.2,0.1822080678084212
79,369,0.5,0.0,0.6134214711947035
79,369,0.5,0.1,1.0829174618733166
79,369,0.5,0.2,0.0852096745924146
79,369,0.6,0.0,0.6134214711947035
79,369,0.6,0.1,1.1522474523344552
79,369,0.6,0.2,0.0839292624388807
79,369,0.7,0.0,0.6305276025903925
79,369,0.7,0.1,1.4543653161310708
79,369,0.7,0.2,0.2164133076454142
79,369,0.8,0.0,0.6289370195701931
79,369,0.8,0.1,1.3381606558117998
79,369,0.8,0.2,0.0472750801973891
79,369,0.9,0.0,0.6319381841412657
79,369,0.9,0.1,1.453729758124526
79,369,0.9,0.2,0.1169695049794796
108,378,0.5,0.0,6.212085740135689
108,378,0.5,0.1,1.340820551913593
108,378,0.5,0.2,0.0917553104717843
108,378,0.6,0.0,6.456686708716641
108,378,0.6,0.1,1.9701397598772488
108,378,0.6,0.2,0.1207679106712387
108,378,0.7,0.0,6.380229866447942
108,378,0.7,0.1,1.8986125736140664
108,378,0.7,0.2,0.1267424986741296
108,378,0.8,0.0,5.972814261041433
108,378,0.8,0.1,2.5338873351997453
108,378,0.8,0.2,0.2889311505359995
108,378,0.9,0.0,6.5979459093998125
108,378,0.9,0.1,1.9189739138033577
108,378,0.9,0.2,0.0660586714460347
108,379,0.5,0.0,6.354892238113611
108,379,0.5,0.1,1.5769381251699972
108,379,0.5,0.2,0.1167712621009542
108,379,0.6,0.0,6.354892238113611
108,379,0.6,0.1,1.6872469973460331
108,379,0.6,0.2,0.0971592315088116
108,379,0.7,0.0,6.354892238113611
108,379,0.7,0.1,1.6294132914201267
108,379,0.7,0.2,0.1654271701095933
108,379,0.8,0.0,6.354892238113611
108,379,0.8,0.1,1.582624409750741
108,379,0.8,0.2,0.4398869918213055
108,379,0.9,0.0,6.60242574228942
108,379,0.9,0.1,1.8117688132195209
108,379,0.9,0.2,0.2891116159206088
109,378,0.5,0.0,5.9092567369482
109,378,0.5,0.1,1.5658049454080896
109,378,0.5,0.2,0.1832539916459232
109,378,0.6,0.0,6.285715973357871
109,378,0.6,0.1,1.7691736853628015
109,378,0.6,0.2,0.3471991807981762
109,378,0.7,0.0,6.274942849234519
109,378,0.7,0.1,1.9069181467879128
109,378,0.7,0.2,0.4108494578435451
109,378,0.8,0.0,6.274007008568493
109,378,0.8,0.1,1.9318585483393007
109,378,0.8,0.2,0.2397323434604636
109,378,0.9,0.0,6.093139682361952
109,378,0.9,0.1,2.002831674880488
109,378,0.9,0.2,0.6264552027841006
109,379,0.5,0.0,5.212301714611328
109,379,0.5,0.1,2.526104306561644
109,379,0.5,0.2,0.21167640431789
109,379,0.6,0.0,5.401369863341798
109,379,0.6,0.1,2.167561321910659
109,379,0.6,0.2,0.2609961853397085
109,379,0.7,0.0,5.373425693943957
109,379,0.7,0.1,1.9611932296308616
109,379,0.7,0.2,0.4305266185333138
109,379,0.8,0.0,4.189551107010444
109,379,0.8,0.1,1.4637940975318706
109,379,0.8,0.2,0.2249624145845139
109,379,0.9,0.0,4.92889005175973
109,379,0.9,0.1,2.123856464321197
109,379,0.9,0.2,0.3526077747930589
54,454,0.5,0.0,1.8586032755799344
54,454,0.5,0.1,1.6404386940128166
54,454,0.5,0.2,0.1464141092511592
54,454,0.6,0.0,1.8344838498691816
54,454,0.6,0.1,1.6077551465488895
54,454,0.6,0.2,0.290618418205149
54,454,0.7,0.0,1.8344838498691816
54,454,0.7,0.1,1.7062818196807488
54,454,0.7,0.2,0.1783257312783988
54,454,0.8,0.0,1.8344838498691816
54,454,0.8,0.1,1.733212508719241
54,454,0.8,0.2,0.2716045177012969
54,454,0.9,0.0,1.8151769716733792
54,454,0.9,0.1,2.082414510253608
54,454,0.9,0.2,0.3007985833966362
54,455,0.5,0.0,1.894094287940279
54,455,0.5,0.1,2.330398989177146
54,455,0.5,0.2,0.3592333160906342
54,455,0.6,0.0,1.8540191528653427
54,455,0.6,0.1,1.939159368475586
54,455,0.6,0.2,0.2492564097790044
54,455,0.7,0.0,1.8540191528653427
54,455,0.7,0.1,1.8687277079265527
54,455,0.7,0.2,0.2038870058797925
54,455,0.8,0.0,1.8540191528653427
54,455,0.8,0.1,1.6669847752180011
54,455,0.8,0.2,0.2176744426352908
54,455,0.9,0.0,1.839132304885608
54,455,0.9,0.1,1.7618626542118694
54,455,0.9,0.2,0.1475920133646955
55,454,0.5,0.0,1.2522131620656936
55,454,0.5,0.1,0.9751321619127218
55,454,0.5,0.2,0.2274575619876309
55,454,0.6,0.0,6.178992552914577
55,454,0.6,0.1,1.095434896596501
55,454,0.6,0.2,0.1141587276287356
55,454,0.7,0.0,6.351166060163864
55,454,0.7,0.1,1.1719415481635895
55,454,0.7,0.2,0.1899553275235259
55,454,0.8,0.0,6.311055453986472
55,454,0.8,0.1,1.3126952500090017
55,454,0.8,0.2,0.3349577113303041
55,454,0.9,0.0,1.2347475874680018
55,454,0.9,0.1,1.4628470979950947
55,454,0.9,0.2,0.1505638626411904
55,455,0.5,0.0,1.1730888205267045
55,455,0.5,0.1,1.3503231557962891
55,455,0.5,0.2,0.328415444109746
55,455,0.6,0.0,6.879265223783384
55,455,0.6,0.1,1.160842277843113
55,455,0.6,0.2,0.1796372582527627
55,455,0.7,0.0,7.133474823054746
55,455,0.7,0.1,1.3470362110165972
55,455,0.7,0.2,0.2540342016095156
55,455,0.8,0.0,7.213125471333278
55,455,0.8,0.1,1.6224909406136874
55,455,0.8,0.2,0.3367688853012431
55,455,0.9,0.0,1.2741534521699407
55,455,0.9,0.1,0.8876399391145782
55,455,0.9,0.2,0.2227364858125682
74,344,0.5,0.0,1.8161792110891464
74,344,0.5,0.1,2.092114354115285
74,344,0.5,0.2,0.5108666424091926
74,344,0.6,0.0,1.8161792110891464
74,344,0.6,0.1,1.9696609906922848
74,344,0.6,0.2,0.5095111922214617
74,344,0.7,0.0,1.8161792110891464
74,344,0.7,0.1,1.870922391287662
74,344,0.7,0.2,0.2803504128932808
74,344,0.8,0.0,1.8161792110891464
74,344,0.8,0.1,1.622549731530663
74,344,0.8,0.2,0.5512644143194443
74,344,0.9,0.0,2.3149911289164056
74,344,0.9,0.1,1.7764241209024831
74,344,0.9,0.2,0.7295130849709608
74,345,0.5,0.0,1.8485811914159167
74,345,0.5,0.1,1.835268664871636
74,345,0.5,0.2,0.4787092831543837
74,345,0.6,0.0,1.8485811914159167
74,345,0.6,0.1,1.7784838706538526
74,345,0.6,0.2,0.517676683896859
74,345,0.7,0.0,1.8485811914159167
74,345,0.7,0.1,1.730588874339153
74,345,0.7,0.2,0.5042801437284954
74,345,0.8,0.0,1.82622361104856
74,345,0.8,0.1,1.6850174409410386
74,345,0.8,0.2,0.4590391222369483
74,345,0.9,0.0,2.3271744500337963
74,345,0.9,0.1,1.8739981013704483
74,345,0.9,0.2,0.1963118354868118
75,344,0.5,0.0,1.5190910967878128
75,344,0.5,0.1,1.3197112516576173
75,344,0.5,0.2,0.0407988109783179
75,344,0.6,0.0,1.5454374580546784
75,344,0.6,0.1,1.399376549966945
75,344,0.6,0.2,0.0363718491348965
75,344,0.7,0.0,1.5371211126537876
75,344,0.7,0.1,1.055282699688048
75,344,0.7,0.2,0.0724664013530649
75,344,0.8,0.0,1.5297779666974505
75,344,0.8,0.1,1.1967794651210877
75,344,0.8,0.2,0.0600729155011201
75,344,0.9,0.0,1.5548396010839485
75,344,0.9,0.1,1.0534118577322715
75,344,0.9,0.2,0.0833108278314931
75,345,0.5,0.0,1.432438793877871
75,345,0.5,0.1,1.0758162425912836
75,345,0.5,0.2,0.008558831762448
75,345,0.6,0.0,1.51440084678595
75,345,0.6,0.1,1.0812117986995755
75,345,0.6,0.2,0.0323128413656093
75,345,0.7,0.0,1.525778362391483
75,345,0.7,0.1,0.9667550797172382
75,345,0.7,0.2,0.0077882817481054
75,345,0.8,0.0,1.4538284186638355
75,345,0.8,0.1,0.8782900727756804
75,345,0.8,0.2,0.014468355851676
75,345,0.9,0.0,1.5866574575419978
75,345,0.9,0.1,0.9640770703860416
75,345,0.9,0.2,0.0318271832766168
180,260,0.5,0.0,4.007485484501338
180,260,0.5,0.1,2.827928118323989
180,260,0.5,0.2,0.2615278193264725
180,260,0.6,0.0,3.6645167121771047
180,260,0.6,0.1,3.0699035937305457
180,260,0.6,0.2,0.8611798434485411
180,260,0.7,0.0,3.658578355560628
180,260,0.7,0.1,2.9576518396107154
180,260,0.7,0.2,0.4371114668245681
180,260,0.8,0.0,3.8744051312974985
180,260,0.8,0.1,3.2362319955872767
180,260,0.8,0.2,0.6353486123929404
180,260,0.9,0.0,3.848213109731355
180,260,0.9,0.1,2.809416518625804
180,260,0.9,0.2,0.2835805636913076
180,261,0.5,0.0,4.393308719495829
180,261,0.5,0.1,2.9711329094266645
180,261,0.5,0.2,0.5522809415854617
180,261,0.6,0.0,4.097978436743158
180,261,0.6,0.1,2.5784451751980324
180,261,0.6,0.2,0.4175317626972639
180,261,0.7,0.0,4.091756560464359
180,261,0.7,0.1,3.1533923404352238
180,261,0.7,0.2,0.5158043641950343
180,261,0.8,0.0,4.287254455016981
180,261,0.8,0.1,2.789588264191879
180,261,0.8,0.2,0.5550326001860171
180,261,0.9,0.0,4.366535802350448
180,261,0.9,0.1,2.17733896251743
180,261,0.9,0.2,0.4084825444614832
181,260,0.5,0.0,3.694341030842112
181,260,0.5,0.1,2.6927151554612347
181,260,0.5,0.2,0.5655731870179821
181,260,0.6,0.0,3.051480289190448
181,260,0.6,0.1,3.122086753513853
181,260,0.6,0.2,0.6615253840368442
181,260,0.7,0.0,2.9817338046725066
181,260,0.7,0.1,3.288353406366051
181,260,0.7,0.2,0.5114223580737693
181,260,0.8,0.0,2.641527817258764
181,260,0.8,0.1,3.077440906120641
181,260,0.8,0.2,0.4764951960913173
181,260,0.9,0.0,2.652219064641738
181,260,0.9,0.1,3.265998851609462
181,260,0.9,0.2,0.5210401540032628
181,261,0.5,0.0,3.9842410384423816
181,261,0.5,0.1,2.4099137825259547
181,261,0.5,0.2,0.6183608302690615
181,261,0.6,0.0,3.154660162233977
181,261,0.6,0.1,2.827375774075674
181,261,0.6,0.2,1.1643395400396273
181,261,0.7,0.0,3.105062460177461
181,261,0.7,0.1,3.6672489450534735
181,261,0.7,0.2,0.6243833177182072
181,261,0.8,0.0,2.7601569112097
181,261,0.8,0.1,2.777349526727024
181,261,0.8,0.2,0.4071194176556094
181,261,0.9,0.0,2.706994715610927
181,261,0.9,0.1,2.717592157273174
181,261,0.9,0.2,0.6355216083019677
18,28,0.5,0.0,3.4385445963445127
18,28,0.5,0.1,3.755329257027599
18,28,0.5,0.2,1.2714708133267436
18,28,0.6,0.0,3.38033439421164
18,28,0.6,0.1,3.1857991765162144
18,28,0.6,0.2,1.2784555521183112
18,28,0.7,0.0,3.335583168856349
18,28,0.7,0.1,3.267764448668176
18,28,0.7,0.2,1.1535346334559922
18,28,0.8,0.0,3.340660241026818
18,28,0.8,0.1,3.420512684016992
18,28,0.8,0.2,0.9602398545548744
18,28,0.9,0.0,2.6841488725843874
18,28,0.9,0.1,3.585408590172106
18,28,0.9,0.2,1.1566502665817353
18,29,0.5,0.0,6.842591427529968
18,29,0.5,0.1,3.601475766678579
18,29,0.5,0.2,1.168449476630398
18,29,0.6,0.0,6.81119476099184
18,29,0.6,0.1,2.940207845716449
18,29,0.6,0.2,1.3388128015424172
18,29,0.7,0.0,6.890299536532922
18,29,0.7,0.1,3.2000603411184745
18,29,0.7,0.2,1.3536001583810489
18,29,0.8,0.0,3.177107750941369
18,29,0.8,0.1,2.8740548598388376
18,29,0.8,0.2,1.3849706652733804
18,29,0.9,0.0,2.478785661965455
18,29,0.9,0.1,2.995568391529062
18,29,0.9,0.2,1.0365123069548543
19,28,0.5,0.0,3.8458818096518153
19,28,0.5,0.1,4.766363462891396
19,28,0.5,0.2,1.650598311642339
19,28,0.6,0.0,3.700269985545037
19,28,0.6,0.1,4.123602474266206
19,28,0.6,0.2,1.8131299773477811
19,28,0.7,0.0,3.923367473487145
19,28,0.7,0.1,3.7883894701878695
19,28,0.7,0.2,2.206977067972959
19,28,0.8,0.0,3.691118626409556
19,28,0.8,0.1,3.807685913598509
19,28,0.8,0.2,1.843972005251679
19,28,0.9,0.0,3.198024667526992
19,28,0.9,0.1,3.5526604925302463
19,28,0.9,0.2,1.501919426561411
19,29,0.5,0.0,2.976996976035146
19,29,0.5,0.1,3.5939107317783527
19,29,0.5,0.2,1.538717284672634
19,29,0.6,0.0,2.740208227552996
19,29,0.6,0.1,3.840804195020291
19,29,0.6,0.2,1.6135242096456397
19,29,0.7,0.0,2.690022926912226
19,29,0.7,0.1,3.729120027241719
19,29,0.7,0.2,1.64703443344575
19,29,0.8,0.0,3.58619650790248
19,29,0.8,0.1,3.1848934590366493
19,29,0.8,0.2,1.7847841145063583
19,29,0.9,0.0,3.312615161507656
19,29,0.9,0.1,3.634615717119698
19,29,0.9,0.2,1.30031768422098
196,476,0.5,0.0,3.643620150649989
196,476,0.5,0.1,1.6214135895158748
196,476,0.5,0.2,0.2753576913066897
196,476,0.6,0.0,3.215124799453969
196,476,0.6,0.1,2.352731413746085
196,476,0.6,0.2,0.1690192509463273
196,476,0.7,0.0,3.1174078678811448
196,476,0.7,0.1,2.500854043084212
196,476,0.7,0.2,0.5380275203966924
196,476,0.8,0.0,3.5784758705875594
196,476,0.8,0.1,2.2120534694128207
196,476,0.8,0.2,0.4733960806150303
196,476,0.9,0.0,3.536019167686895
196,476,0.9,0.1,1.8225713841387137
196,476,0.9,0.2,0.2259089790862063
196,477,0.5,0.0,3.6436201506499897
196,477,0.5,0.1,1.5148832861215578
196,477,0.5,0.2,0.3956727119783334
196,477,0.6,0.0,3.215124799453971
196,477,0.6,0.1,2.212276585741048
196,477,0.6,0.2,0.2185254786517649
196,477,0.7,0.0,3.1174078678811448
196,477,0.7,0.1,2.0395735965384265
196,477,0.7,0.2,0.2452966905179767
196,477,0.8,0.0,3.608961565307305
196,477,0.8,0.1,2.735336783008801
196,477,0.8,0.2,0.2841940537641321
196,477,0.9,0.0,3.607662337199298
196,477,0.9,0.1,2.178549853751395
196,477,0.9,0.2,0.250599937753206
197,476,0.5,0.0,3.976083034970051
197,476,0.5,0.1,2.432397488110368
197,476,0.5,0.2,0.1738567824284569
197,476,0.6,0.0,3.7317399513094864
197,476,0.6,0.1,2.107655443106241
197,476,0.6,0.2,0.333902236596451
197,476,0.7,0.0,4.106938020214878
197,476,0.7,0.1,2.1347115727963324
197,476,0.7,0.2,0.3129036607694786
197,476,0.8,0.0,3.914170944003465
197,476,0.8,0.1,2.669392481504765
197,476,0.8,0.2,0.314071540298249
197,476,0.9,0.0,4.399666533642317
197,476,0.9,0.1,2.555545369752899
197,476,0.9,0.2,0.1829644814809405
197,477,0.5,0.0,3.862884451018659
197,477,0.5,0.1,2.666773460278776
197,477,0.5,0.2,0.3294345914089511
197,477,0.6,0.0,3.633202236149488
197,477,0.6,0.1,1.8020747327554485
197,477,0.6,0.2,0.3774638913626464
197,477,0.7,0.0,3.84806762772454
197,477,0.7,0.1,2.319413876606774
197,477,0.7,0.2,0.1748285677158438
197,477,0.8,0.0,3.73343880159483
197,477,0.8,0.1,2.52462963680315
197,477,0.8,0.2,0.4534540801171172
197,477,0.9,0.0,4.349657960634699
197,477,0.9,0.1,2.2190461950529627
197,477,0.9,0.2,0.3257599432211595
190,460,0.5,0.0,3.235600852567652
190,460,0.5,0.1,2.3690947159847404
190,460,0.5,0.2,0.3473774713273272
190,460,0.6,0.0,3.714014397909467
190,460,0.6,0.1,2.872201113104218
190,460,0.6,0.2,0.1188791098013908
190,460,0.7,0.0,3.440342687013568
190,460,0.7,0.1,2.286830049411624
190,460,0.7,0.2,0.4158754688279185
190,460,0.8,0.0,3.257732980725571
190,460,0.8,0.1,2.65840626667374
190,460,0.8,0.2,0.4253269695907917
190,460,0.9,0.0,3.4221803658952075
190,460,0.9,0.1,2.419485693765928
190,460,0.9,0.2,0.3869472385173793
190,461,0.5,0.0,3.086471621154052
190,461,0.5,0.1,2.606714664397592
190,461,0.5,0.2,0.4143766036207825
190,461,0.6,0.0,3.493085324822576
190,461,0.6,0.1,2.528020911580549
190,461,0.6,0.2,0.0875394386784922
190,461,0.7,0.0,3.2378266343637723
190,461,0.7,0.1,1.8005593261920936
190,461,0.7,0.2,0.4132193415795093
190,461,0.8,0.0,3.070078750896183
190,461,0.8,0.1,2.339630920349133
190,461,0.8,0.2,0.653849415089546
190,461,0.9,0.0,3.1966013438810137
190,461,0.9,0.1,1.5745115724592311
190,461,0.9,0.2,0.532473440561759
191,460,0.5,0.0,2.433121558886331
191,460,0.5,0.1,1.954564498371264
191,460,0.5,0.2,0.3656838066396251
191,460,0.6,0.0,2.931744639867361
191,460,0.6,0.1,2.100503400272075
191,460,0.6,0.2,0.5939912254329922
191,460,0.7,0.0,2.8754770192249897
191,460,0.7,0.1,3.087385743203632
191,460,0.7,0.2,0.376350137522131
191,460,0.8,0.0,3.2376879970565984
191,460,0.8,0.1,2.504508564377417
191,460,0.8,0.2,0.3048240833637354
191,460,0.9,0.0,3.0351975677103717
191,460,0.9,0.1,2.127577853658545
191,460,0.9,0.2,0.4001449075167258
191,461,0.5,0.0,2.5412649868031174
191,461,0.5,0.1,2.335174338629871
191,461,0.5,0.2,0.2545027576640528
191,461,0.6,0.0,3.117865343844139
191,461,0.6,0.1,1.723751967785379
191,461,0.6,0.2,0.5083534164122003
191,461,0.7,0.0,2.9637649471646306
191,461,0.7,0.1,1.943896592245423
191,461,0.7,0.2,0.1899552667494326
191,461,0.8,0.0,3.459056971237067
191,461,0.8,0.1,1.6014700182033756
191,461,0.8,0.2,0.6606210826113088
191,461,0.9,0.0,3.035197567710373
191,461,0.9,0.1,2.6120404271686226
191,461,0.9,0.2,0.508736086911318
68,388,0.5,0.0,1.399621503187772
68,388,0.5,0.1,0.92898007933713
68,388,0.5,0.2,0.1424942086742326
68,388,0.6,0.0,1.399621503187772
68,388,0.6,0.1,1.4591939780466454
68,388,0.6,0.2,0.0226547761612732
68,388,0.7,0.0,1.399621503187772
68,388,0.7,0.1,0.7248437694258794
68,388,0.7,0.2,0.3247602440677077
68,388,0.8,0.0,1.3746711994405416
68,388,0.8,0.1,1.4207199351141266
68,388,0.8,0.2,0.0171367284208372
68,388,0.9,0.0,1.4414035640071834
68,388,0.9,0.1,1.2194375144426015
68,388,0.9,0.2,0.1530396975259496
68,389,0.5,0.0,1.3157647353901627
68,389,0.5,0.1,1.1661164224468283
68,389,0.5,0.2,0.0915640441034302
68,389,0.6,0.0,1.3157647353901627
68,389,0.6,0.1,1.532198653296195
68,389,0.6,0.2,0.169620845713128
68,389,0.7,0.0,1.3157647353901627
68,389,0.7,0.1,1.4060222590824996
68,389,0.7,0.2,0.1451925876276387
68,389,0.8,0.0,1.3157647353901627
68,389,0.8,0.1,1.5466093439728257
68,389,0.8,0.2,0.0702799406237524
68,389,0.9,0.0,1.3828427769771814
68,389,0.9,0.1,0.7278769220062689
68,389,0.9,0.2,0.0520613855763407
69,388,0.5,0.0,0.3579489153485262
69,388,0.5,0.1,0.7580412144495714
69,388,0.5,0.2,0.0774110735976751
69,388,0.6,0.0,0.3591166166747968
69,388,0.6,0.1,0.6960715803103508
69,388,0.6,0.2,0.1928118482314893
69,388,0.7,0.0,0.3077236754530172
69,388,0.7,0.1,0.7106253270704563
69,388,0.7,0.2,0.0949970543221461
69,388,0.8,0.0,0.2870640973784741
69,388,0.8,0.1,1.4132185257020318
69,388,0.8,0.2,0.0787788193783924
69,388,0.9,0.0,0.2898801204807739
69,388,0.9,0.1,0.4705304335241287
69,388,0.9,0.2,0.1599828022047749
69,389,0.5,0.0,0.4322884747803019
69,389,0.5,0.1,0.7721666698854186
69,389,0.5,0.2,0.004776262901446
69,389,0.6,0.0,0.4654283479544201
69,389,0.6,0.1,0.7408638234619325
69,389,0.6,0.2,0.0012095695658658
69,389,0.7,0.0,0.3895571263528854
69,389,0.7,0.1,0.4478280290391065
69,389,0.7,0.2,0.0213341452152295
69,389,0.8,0.0,0.3701943701347101
69,389,0.8,0.1,0.9005758794492849
69,389,0.8,0.2,0.0165415172165026
69,389,0.9,0.0,0.3647160581398925
69,389,0.9,0.1,0.7608500258995026
69,389,0.9,0.2,0.0037443915732868
174,44,0.5,0.0,2.517642155621445
174,44,0.5,0.1,5.143274311327834
174,44,0.5,0.2,3.168541269175821
174,44,0.6,0.0,2.321697097093581
174,44,0.6,0.1,4.794834071711311
174,44,0.6,0.2,2.8910533792042994
174,44,0.7,0.0,2.7661681098649176
174,44,0.7,0.1,4.69288911865004
174,44,0.7,0.2,2.941467717495291
174,44,0.8,0.0,2.594694648391842
174,44,0.8,0.1,4.808810372233348
174,44,0.8,0.2,3.1753608253559307
174,44,0.9,0.0,2.1578784572038057
174,44,0.9,0.1,4.512575059427098
174,44,0.9,0.2,3.0441508403968047
174,45,0.5,0.0,2.3667449271100267
174,45,0.5,0.1,4.830211200339631
174,45,0.5,0.2,3.149024523461467
174,45,0.6,0.0,2.1426828688937825
174,45,0.6,0.1,4.394134504335048
174,45,0.6,0.2,3.3690972834236157
174,45,0.7,0.0,2.678915537334568
174,45,0.7,0.1,4.4727348378088285
174,45,0.7,0.2,3.078076254829625
174,45,0.8,0.0,2.497322883355768
174,45,0.8,0.1,4.6969843510327625
174,45,0.8,0.2,3.186653243947632
174,45,0.9,0.0,1.990246458156184
174,45,0.9,0.1,4.655527545660468
174,45,0.9,0.2,2.00846675247878
175,44,0.5,0.0,2.1998617610103395
175,44,0.5,0.1,5.21817599638413
175,44,0.5,0.2,2.692904588908897
175,44,0.6,0.0,2.098208561220672
175,44,0.6,0.1,4.555693299367281
175,44,0.6,0.2,3.02278974443521
175,44,0.7,0.0,2.098208561220672
175,44,0.7,0.1,4.879988668838967
175,44,0.7,0.2,2.7293863080398992
175,44,0.8,0.0,2.073616768195606
175,44,0.8,0.1,5.037238258598705
175,44,0.8,0.2,2.63137342498696
175,44,0.9,0.0,2.592052925507508
175,44,0.9,0.1,4.595493700703202
175,44,0.9,0.2,3.617597251187069
175,45,0.5,0.0,1.9442623416669635
175,45,0.5,0.1,5.020031775239357
175,45,0.5,0.2,2.788916829633081
175,45,0.6,0.0,2.213926984272488
175,45,0.6,0.1,4.634927449812438
175,45,0.6,0.2,3.3851626194800035
175,45,0.7,0.0,1.7559509200752608
175,45,0.7,0.1,5.224626529495583
175,45,0.7,0.2,2.9242854465103694
175,45,0.8,0.0,1.7844704113237777
175,45,0.8,0.1,4.466906858252379
175,45,0.8,0.2,2.563025040388295
175,45,0.9,0.0,2.318747017387654
175,45,0.9,0.1,4.719945156633007
175,45,0.9,0.2,2.385833088052216
98,238,0.5,0.0,5.261599129064815
98,238,0.5,0.1,2.31449305504918
98,238,0.5,0.2,0.5406749975468532
98,238,0.6,0.0,5.261599129064815
98,238,0.6,0.1,2.293602360305604
98,238,0.6,0.2,0.4695453988108156
98,238,0.7,0.0,5.261599129064815
98,238,0.7,0.1,2.376600209689107
98,238,0.7,0.2,0.1755043080708613
98,238,0.8,0.0,5.261599129064815
98,238,0.8,0.1,1.7387205266171115
98,238,0.8,0.2,0.1797468709847383
98,238,0.9,0.0,5.518163399611361
98,238,0.9,0.1,2.287048388851444
98,238,0.9,0.2,0.2078754798612312
98,239,0.5,0.0,5.619068161700184
98,239,0.5,0.1,2.3998686539530123
98,239,0.5,0.2,0.2219072119768697
98,239,0.6,0.0,5.619068161700184
98,239,0.6,0.1,2.031238381253216
98,239,0.6,0.2,0.4256881863541633
98,239,0.7,0.0,5.655730346398446
98,239,0.7,0.1,2.6107837563777654
98,239,0.7,0.2,0.2422232258398118
98,239,0.8,0.0,5.655730346398446
98,239,0.8,0.1,1.7953401014547623
98,239,0.8,0.2,0.4863740802369349
98,239,0.9,0.0,5.208051293337336
98,239,0.9,0.1,2.1246136887296405
98,239,0.9,0.2,0.1218612842474371
99,238,0.5,0.0,6.596968436649007
99,238,0.5,0.1,1.9356886384087757
99,238,0.5,0.2,0.5694485668101592
99,238,0.6,0.0,6.596968436649007
99,238,0.6,0.1,2.142201250632251
99,238,0.6,0.2,0.4456856308385593
99,238,0.7,0.0,6.596968436649007
99,238,0.7,0.1,2.4494271912587227
99,238,0.7,0.2,0.4551540253897439
99,238,0.8,0.0,6.596968436649007
99,238,0.8,0.1,2.486026154100456
99,238,0.8,0.2,0.2626272700448098
99,238,0.9,0.0,6.596968436649007
99,238,0.9,0.1,2.760101494083006
99,238,0.9,0.2,0.5564418609731927
99,239,0.5,0.0,6.607139405053112
99,239,0.5,0.1,2.317966494068285
99,239,0.5,0.2,0.3336533180592518
99,239,0.6,0.0,6.607139405053112
99,239,0.6,0.1,2.4528873009336287
99,239,0.6,0.2,0.4315969386406024
99,239,0.7,0.0,6.607139405053112
99,239,0.7,0.1,2.25151974439742
99,239,0.7,0.2,0.2533672674507432
99,239,0.8,0.0,6.607139405053112
99,239,0.8,0.1,1.7340000738707548
99,239,0.8,0.2,0.6342840891125299
99,239,0.9,0.0,6.607139405053112
99,239,0.9,0.1,2.207581897777507
99,239,0.9,0.2,0.4838654728851548
94,344,0.5,0.0,2.009420511137272
94,344,0.5,0.1,1.624739024233893
94,344,0.5,0.2,0.2015772109981721
94,344,0.6,0.0,2.043343274016712
94,344,0.6,0.1,1.5788247763380596
94,344,0.6,0.2,0.1503532616307765
94,344,0.7,0.0,1.834633786814587
94,344,0.7,0.1,2.015758823604111
94,344,0.7,0.2,0.3505381346335685
94,344,0.8,0.0,1.8042213206966655
94,344,0.8,0.1,1.7850523056282537
94,344,0.8,0.2,0.1125527701175936
94,344,0.9,0.0,1.8042213206966655
94,344,0.9,0.1,1.535277259086488
94,344,0.9,0.2,0.106436489823217
94,345,0.5,0.0,1.971346800244957
94,345,0.5,0.1,1.5549634187189216
94,345,0.5,0.2,0.1661054486779178
94,345,0.6,0.0,1.9600433568611688
94,345,0.6,0.1,1.8791116248324524
94,345,0.6,0.2,0.3169969623659003
94,345,0.7,0.0,1.8130576351047925
94,345,0.7,0.1,2.251581604696014
94,345,0.7,0.2,0.1302584014887458
94,345,0.8,0.0,1.781957626936661
94,345,0.8,0.1,1.7322761757812175
94,345,0.8,0.2,0.0460255263816442
94,345,0.9,0.0,1.8022437859130207
